"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ILMN_1672074",-0.106579480655558,6.86685048582143,-2.96906400479646,0.00437529508884222,0.912871460319218,-2.02169445273502
"ILMN_2297069",-0.230063576499999,12.2380856919643,-2.96808953305033,0.00438728868840178,0.912871460319218,-2.02387966091921
"ILMN_1671058",0.10109571788333,6.84867669344643,2.96807063021127,0.00438752164285154,0.912871460319218,-2.0239220447598
"ILMN_2041176",-0.106441908133332,6.77300850789286,-2.96034959745482,0.00448364223714881,0.912871460319218,-2.04121846243673
"ILMN_2385178",-0.218444823894448,7.95474055891071,-2.95939308333534,0.00449568547243967,0.912871460319218,-2.04335904120976
"ILMN_1889440",-0.10905152523333,6.81460982803571,-2.95797987061167,0.00451353395826179,0.912871460319218,-2.04652078538143
"ILMN_1831363",0.0949844465888878,6.95709383275,2.95711436770697,0.00452449753484595,0.912871460319218,-2.04845663506545
"ILMN_1844299",0.0957040507444464,6.78028256542857,2.95287824506383,0.00457851584184718,0.912871460319218,-2.05792579417257
"ILMN_1759872",-0.188709494666668,13.9180251560714,-2.95217933267688,0.00458748566841607,0.912871460319218,-2.05948719204574
"ILMN_1759374",0.0918741192777759,6.87137637617857,2.95214529048046,0.00458792298220758,0.912871460319218,-2.05956323709582
"ILMN_1728262",0.0846838534833321,6.78936441230357,2.94957424246249,0.00462106347018999,0.912871460319218,-2.06530480245158
"ILMN_1916000",0.109338247722222,6.99934342346429,2.94775871048881,0.00464459934965193,0.912871460319218,-2.06935708236554
"ILMN_2205032",-0.109287707211114,6.89002939610714,-2.9472756468187,0.0046508803470343,0.912871460319218,-2.07043499139316
"ILMN_1719546",0.0855463321666656,6.85718683582143,2.94643509777764,0.00466182834321397,0.912871460319218,-2.07231030072324
"ILMN_1680179",-0.107728709916665,6.78563829816071,-2.94572570185774,0.00467108672665398,0.912871460319218,-2.07389271075992
"ILMN_1905991",-0.10845062398889,6.79871740217857,-2.94259844297488,0.00471210490228436,0.912871460319218,-2.08086534968527
"ILMN_1674665",-0.130420343955558,7.16969157453571,-2.94217869775918,0.00471763582811307,0.912871460319218,-2.08180083461111
"ILMN_1762134",0.118983173077779,6.98532048110714,2.94209902782678,0.00471868630893051,0.912871460319218,-2.08197838425366
"ILMN_1873444",-0.0890107252000005,6.77348033003571,-2.9419364732284,0.00472083033233353,0.912871460319218,-2.08234063738954
"ILMN_1778488",0.268568189694445,9.00797067791071,2.94036280732846,0.00474163313944146,0.912871460319218,-2.08584683259518
"ILMN_1782685",-0.296383656155559,8.54715369328571,-2.93773002321362,0.00477662732179934,0.912871460319218,-2.09170986336795
"ILMN_2202133",-0.0903593330944465,6.75813229730357,-2.93568953673445,0.0048039137288635,0.912871460319218,-2.09625136697013
"ILMN_1723145",-0.0836215762277792,6.784034241125,-2.93565786495783,0.00480433839858995,0.912871460319218,-2.09632184137387
